C,C,1,101
C,CL,1,102
C,BR,1,103
C,F,1,104
C,I,1,105
C,O,1,106
C,N,1,107
C,P,1,108
C,S,1,109			
C,C,2,111
C,N,2,112
C,O,2,113
C,S,2,114
C,P,2,115
C,C,3,121
C,N,3,122
C,P,3,123
C,C,4,131
C,N,4,132
